name,team,age,year
Schwarzmann Michael,BORA - hansgrohe,28,2019
Van der Sande Tosh,Lotto Soudal,28,2019
Antunes Amaro,CCC Team,28,2019
Dumoulin Tom,Team Sunweb,28,2019
Cattaneo Mattia,Androni Giocattoli - Sidermec,28,2019
Gradek Kamil,CCC Team,28,2019
Warbasse Larry,AG2R La Mondiale,28,2019
Sbaragli Kristian,Israel Cycling Academy,29,2019
Poljański Paweł,BORA - hansgrohe,29,2019
Barbin Enrico,Bardiani - CSF,29,2019
Bilbao Pello,Astana Pro Team,29,2019
Owsian Łukasz,CCC Team,29,2019
Chaves Esteban,Mitchelton-Scott,29,2019
Landa Mikel,Movistar Team,29,2019
Battaglin Enrico,Team Katusha Alpecin,29,2019
Roglič Primož,Team Jumbo-Visma,29,2019
Mas Lluís,Movistar Team,29,2019
Zakarin Ilnur,Team Katusha Alpecin,29,2019
Majka Rafał,BORA - hansgrohe,29,2019
Puccio Salvatore,Team INEOS,29,2019
Cimolai Davide,Israel Cycling Academy,29,2019
Ulissi Diego,UAE Team Emirates,29,2019
Juul-Jensen Christopher,Mitchelton-Scott,29,2019
Kuznetsov Viacheslav,Team Katusha Alpecin,29,2019
Boivin Guillaume,Israel Cycling Academy,29,2019
Selig Rüdiger,BORA - hansgrohe,30,2019
Sinkeldam Ramon,Groupama - FDJ,30,2019
Sosa Iván Ramiro,Team INEOS,21,2019
Sivakov Pavel,Team INEOS,21,2019
Narváez Jhonatan,Team INEOS,22,2019
Covili Luca,Bardiani - CSF,22,2019
Honoré Mikkel Frølich,Deceuninck - Quick Step,22,2019
Conci Nicola,Trek - Segafredo,22,2019
Lonardi Giovanni,Nippo Vini Fantini Faizanè,22,2019
Dunbar Eddie,Team INEOS,22,2019
Moschetti Matteo,Trek - Segafredo,22,2019
Madouas Valentin,Groupama - FDJ,22,2019
Hindley Jai,Team Sunweb,23,2019
Bennett Sean,EF Education First,23,2019
Flórez Miguel Eduardo,Androni Giocattoli - Sidermec,23,2019
Hamilton Lucas,Mitchelton-Scott,23,2019
O'Connor Ben,Team Dimension Data,23,2019
Knox James,Deceuninck - Quick Step,23,2019
Biermans Jenthe,Team Katusha Alpecin,23,2019
De Plus Laurens,Team Jumbo-Visma,23,2019
Carboni Giovanni,Bardiani - CSF,23,2019
Oomen Sam,Team Sunweb,23,2019
Davies Scott,Team Dimension Data,23,2019
Carretero Héctor,Movistar Team,23,2019
Rota Lorenzo,Bardiani - CSF,23,2019
Hamilton Chris,Team Sunweb,23,2019
Strakhov Dmitry,Team Katusha Alpecin,23,2019
Power Robert,Team Sunweb,24,2019
Geoghegan Hart Tao,Team INEOS,24,2019
Bagioli Nicola,Nippo Vini Fantini Faizanè,24,2019
Ciccone Giulio,Trek - Segafredo,24,2019
Orsini Umberto,Bardiani - CSF,24,2019
Molano Juan Sebastián,UAE Team Emirates,24,2019
Nishimura Hiroki,Nippo Vini Fantini Faizanè,24,2019
Kuss Sepp,Team Jumbo-Visma,24,2019
Consonni Simone,UAE Team Emirates,24,2019
Gaviria Fernando,UAE Team Emirates,24,2019
Neilands Krists,Israel Cycling Academy,24,2019
Ghebreigzabhier Amanuel,Team Dimension Data,24,2019
Gibbons Ryan,Team Dimension Data,24,2019
Vendrame Andrea,Androni Giocattoli - Sidermec,24,2019
Ewan Caleb,Lotto Soudal,24,2019
Carthy Hugh,EF Education First,24,2019
Mareczko Jakub,CCC Team,25,2019
Tolhoek Antwan,Team Jumbo-Visma,25,2019
Peters Nans,AG2R La Mondiale,25,2019
Niv Guy,Israel Cycling Academy,25,2019
Denz Nico,AG2R La Mondiale,25,2019
López Miguel Ángel,Astana Pro Team,25,2019
Scotson Miles,Groupama - FDJ,25,2019
Bohli Tom,UAE Team Emirates,25,2019
Ackermann Pascal,BORA - hansgrohe,25,2019
Garosio Andrea,Bahrain Merida,25,2019
Bouwman Koen,Team Jumbo-Visma,25,2019
De Buyst Jasper,Lotto Soudal,25,2019
Masnada Fausto,Androni Giocattoli - Sidermec,25,2019
Gogl Michael,Trek - Segafredo,25,2019
Vervaeke Louis,Team Sunweb,25,2019
Cima Damiano,Nippo Vini Fantini Faizanè,25,2019
Le Gac Olivier,Groupama - FDJ,25,2019
Henao Sebastián,Team INEOS,25,2019
Sénéchal Florian,Deceuninck - Quick Step,25,2019
Carapaz Richard,Movistar Team,25,2019
Černý Josef,CCC Team,26,2019
Caicedo Jonathan Klever,EF Education First,26,2019
Conti Valerio,UAE Team Emirates,26,2019
Sütterlin Jasha,Movistar Team,26,2019
Formolo Davide,BORA - hansgrohe,26,2019
Simion Paolo,Bardiani - CSF,26,2019
Nibali Antonio,Bahrain Merida,26,2019
Jungels Bob,Deceuninck - Quick Step,26,2019
McCarthy Jay,BORA - hansgrohe,26,2019
Yates Simon,Mitchelton-Scott,26,2019
Polanc Jan,UAE Team Emirates,27,2019
Bidard François,AG2R La Mondiale,27,2019
Senni Manuel,Bardiani - CSF,27,2019
Gebremedhin Awet,Israel Cycling Academy,27,2019
Dunne Conor,Israel Cycling Academy,27,2019
Campenaerts Victor,Lotto Soudal,27,2019
Maestri Mirco,Bardiani - CSF,27,2019
Pedrero Antonio,Movistar Team,27,2019
Démare Arnaud,Groupama - FDJ,27,2019
Brown Nathan,EF Education First,27,2019
Villella Davide,Astana Pro Team,27,2019
Dombrowski Joe,EF Education First,27,2019
Durbridge Luke,Mitchelton-Scott,28,2019
Haller Marco,Team Katusha Alpecin,28,2019
Ludvigsson Tobias,Groupama - FDJ,28,2019
Hirt Jan,Astana Pro Team,28,2019
Schwarzmann Michael,BORA - hansgrohe,28,2019
Van der Sande Tosh,Lotto Soudal,28,2019
Antunes Amaro,CCC Team,28,2019
Dumoulin Tom,Team Sunweb,28,2019
Cattaneo Mattia,Androni Giocattoli - Sidermec,28,2019
Gradek Kamil,CCC Team,28,2019
Warbasse Larry,AG2R La Mondiale,28,2019
Sbaragli Kristian,Israel Cycling Academy,29,2019
Poljański Paweł,BORA - hansgrohe,29,2019
Barbin Enrico,Bardiani - CSF,29,2019
Bilbao Pello,Astana Pro Team,29,2019
Owsian Łukasz,CCC Team,29,2019
Chaves Esteban,Mitchelton-Scott,29,2019
Landa Mikel,Movistar Team,29,2019
Battaglin Enrico,Team Katusha Alpecin,29,2019
Roglič Primož,Team Jumbo-Visma,29,2019
Mas Lluís,Movistar Team,29,2019
Zakarin Ilnur,Team Katusha Alpecin,29,2019
Majka Rafał,BORA - hansgrohe,29,2019
Puccio Salvatore,Team INEOS,29,2019
Cimolai Davide,Israel Cycling Academy,29,2019
Ulissi Diego,UAE Team Emirates,29,2019
Juul-Jensen Christopher,Mitchelton-Scott,29,2019
Kuznetsov Viacheslav,Team Katusha Alpecin,29,2019
Boivin Guillaume,Israel Cycling Academy,29,2019
Selig Rüdiger,BORA - hansgrohe,30,2019
Sinkeldam Ramon,Groupama - FDJ,30,2019
Viviani Elia,Deceuninck - Quick Step,30,2019
Sosa Iván Ramiro,Team INEOS,21,2019
Sivakov Pavel,Team INEOS,21,2019
Narváez Jhonatan,Team INEOS,22,2019
Covili Luca,Bardiani - CSF,22,2019
Honoré Mikkel Frølich,Deceuninck - Quick Step,22,2019
Conci Nicola,Trek - Segafredo,22,2019
Lonardi Giovanni,Nippo Vini Fantini Faizanè,22,2019
Dunbar Eddie,Team INEOS,22,2019
Moschetti Matteo,Trek - Segafredo,22,2019
Madouas Valentin,Groupama - FDJ,22,2019
Hindley Jai,Team Sunweb,23,2019
Bennett Sean,EF Education First,23,2019
Flórez Miguel Eduardo,Androni Giocattoli - Sidermec,23,2019
Hamilton Lucas,Mitchelton-Scott,23,2019
O'Connor Ben,Team Dimension Data,23,2019
Knox James,Deceuninck - Quick Step,23,2019
Biermans Jenthe,Team Katusha Alpecin,23,2019
De Plus Laurens,Team Jumbo-Visma,23,2019
Carboni Giovanni,Bardiani - CSF,23,2019
Oomen Sam,Team Sunweb,23,2019
Davies Scott,Team Dimension Data,23,2019
Carretero Héctor,Movistar Team,23,2019
Rota Lorenzo,Bardiani - CSF,23,2019
Hamilton Chris,Team Sunweb,23,2019
Strakhov Dmitry,Team Katusha Alpecin,23,2019
Power Robert,Team Sunweb,24,2019
Geoghegan Hart Tao,Team INEOS,24,2019
Bagioli Nicola,Nippo Vini Fantini Faizanè,24,2019
Ciccone Giulio,Trek - Segafredo,24,2019
Orsini Umberto,Bardiani - CSF,24,2019
Molano Juan Sebastián,UAE Team Emirates,24,2019
Nishimura Hiroki,Nippo Vini Fantini Faizanè,24,2019
Kuss Sepp,Team Jumbo-Visma,24,2019
Consonni Simone,UAE Team Emirates,24,2019
Gaviria Fernando,UAE Team Emirates,24,2019
Neilands Krists,Israel Cycling Academy,24,2019
Ghebreigzabhier Amanuel,Team Dimension Data,24,2019
Gibbons Ryan,Team Dimension Data,24,2019
Vendrame Andrea,Androni Giocattoli - Sidermec,24,2019
Ewan Caleb,Lotto Soudal,24,2019
Carthy Hugh,EF Education First,24,2019
Mareczko Jakub,CCC Team,25,2019
Tolhoek Antwan,Team Jumbo-Visma,25,2019
Peters Nans,AG2R La Mondiale,25,2019
Niv Guy,Israel Cycling Academy,25,2019
Denz Nico,AG2R La Mondiale,25,2019
López Miguel Ángel,Astana Pro Team,25,2019
Scotson Miles,Groupama - FDJ,25,2019
Bohli Tom,UAE Team Emirates,25,2019
Ackermann Pascal,BORA - hansgrohe,25,2019
Garosio Andrea,Bahrain Merida,25,2019
Bouwman Koen,Team Jumbo-Visma,25,2019
De Buyst Jasper,Lotto Soudal,25,2019
Masnada Fausto,Androni Giocattoli - Sidermec,25,2019
Gogl Michael,Trek - Segafredo,25,2019
Vervaeke Louis,Team Sunweb,25,2019
Cima Damiano,Nippo Vini Fantini Faizanè,25,2019
Le Gac Olivier,Groupama - FDJ,25,2019
Henao Sebastián,Team INEOS,25,2019
Sénéchal Florian,Deceuninck - Quick Step,25,2019
Carapaz Richard,Movistar Team,25,2019
Černý Josef,CCC Team,26,2019
Caicedo Jonathan Klever,EF Education First,26,2019
Conti Valerio,UAE Team Emirates,26,2019
Sütterlin Jasha,Movistar Team,26,2019
Formolo Davide,BORA - hansgrohe,26,2019
Simion Paolo,Bardiani - CSF,26,2019
Nibali Antonio,Bahrain Merida,26,2019
Jungels Bob,Deceuninck - Quick Step,26,2019
McCarthy Jay,BORA - hansgrohe,26,2019
Yates Simon,Mitchelton-Scott,26,2019
Polanc Jan,UAE Team Emirates,27,2019
Bidard François,AG2R La Mondiale,27,2019
Senni Manuel,Bardiani - CSF,27,2019
Gebremedhin Awet,Israel Cycling Academy,27,2019
Dunne Conor,Israel Cycling Academy,27,2019
Campenaerts Victor,Lotto Soudal,27,2019
Maestri Mirco,Bardiani - CSF,27,2019
Pedrero Antonio,Movistar Team,27,2019
Démare Arnaud,Groupama - FDJ,27,2019
Brown Nathan,EF Education First,27,2019
Villella Davide,Astana Pro Team,27,2019
Dombrowski Joe,EF Education First,27,2019
Durbridge Luke,Mitchelton-Scott,28,2019
Haller Marco,Team Katusha Alpecin,28,2019
Ludvigsson Tobias,Groupama - FDJ,28,2019
Hirt Jan,Astana Pro Team,28,2019
Schwarzmann Michael,BORA - hansgrohe,28,2019
Van der Sande Tosh,Lotto Soudal,28,2019
Antunes Amaro,CCC Team,28,2019
Dumoulin Tom,Team Sunweb,28,2019
Cattaneo Mattia,Androni Giocattoli - Sidermec,28,2019
Gradek Kamil,CCC Team,28,2019
Warbasse Larry,AG2R La Mondiale,28,2019
Sbaragli Kristian,Israel Cycling Academy,29,2019
Poljański Paweł,BORA - hansgrohe,29,2019
Barbin Enrico,Bardiani - CSF,29,2019
Bilbao Pello,Astana Pro Team,29,2019
Owsian Łukasz,CCC Team,29,2019
Chaves Esteban,Mitchelton-Scott,29,2019
Landa Mikel,Movistar Team,29,2019
Battaglin Enrico,Team Katusha Alpecin,29,2019
Roglič Primož,Team Jumbo-Visma,29,2019
Mas Lluís,Movistar Team,29,2019
Zakarin Ilnur,Team Katusha Alpecin,29,2019
Majka Rafał,BORA - hansgrohe,29,2019
Puccio Salvatore,Team INEOS,29,2019
Cimolai Davide,Israel Cycling Academy,29,2019
Ulissi Diego,UAE Team Emirates,29,2019
Juul-Jensen Christopher,Mitchelton-Scott,29,2019
Kuznetsov Viacheslav,Team Katusha Alpecin,29,2019
Boivin Guillaume,Israel Cycling Academy,29,2019
Selig Rüdiger,BORA - hansgrohe,30,2019
Sinkeldam Ramon,Groupama - FDJ,30,2019
Viviani Elia,Deceuninck - Quick Step,30,2019
Izagirre Ion,Astana Pro Team,30,2019
Sosa Iván Ramiro,Team INEOS,21,2019
Sivakov Pavel,Team INEOS,21,2019
Narváez Jhonatan,Team INEOS,22,2019
Covili Luca,Bardiani - CSF,22,2019
Honoré Mikkel Frølich,Deceuninck - Quick Step,22,2019
Conci Nicola,Trek - Segafredo,22,2019
Lonardi Giovanni,Nippo Vini Fantini Faizanè,22,2019
Dunbar Eddie,Team INEOS,22,2019
Moschetti Matteo,Trek - Segafredo,22,2019
Madouas Valentin,Groupama - FDJ,22,2019
Hindley Jai,Team Sunweb,23,2019
Bennett Sean,EF Education First,23,2019
Flórez Miguel Eduardo,Androni Giocattoli - Sidermec,23,2019
Hamilton Lucas,Mitchelton-Scott,23,2019
O'Connor Ben,Team Dimension Data,23,2019
Knox James,Deceuninck - Quick Step,23,2019
Biermans Jenthe,Team Katusha Alpecin,23,2019
De Plus Laurens,Team Jumbo-Visma,23,2019
Carboni Giovanni,Bardiani - CSF,23,2019
Oomen Sam,Team Sunweb,23,2019
Davies Scott,Team Dimension Data,23,2019
Carretero Héctor,Movistar Team,23,2019
Rota Lorenzo,Bardiani - CSF,23,2019
Hamilton Chris,Team Sunweb,23,2019
Strakhov Dmitry,Team Katusha Alpecin,23,2019
Power Robert,Team Sunweb,24,2019
Geoghegan Hart Tao,Team INEOS,24,2019
Bagioli Nicola,Nippo Vini Fantini Faizanè,24,2019
Ciccone Giulio,Trek - Segafredo,24,2019
Orsini Umberto,Bardiani - CSF,24,2019
Molano Juan Sebastián,UAE Team Emirates,24,2019
Nishimura Hiroki,Nippo Vini Fantini Faizanè,24,2019
Kuss Sepp,Team Jumbo-Visma,24,2019
Consonni Simone,UAE Team Emirates,24,2019
Gaviria Fernando,UAE Team Emirates,24,2019
Neilands Krists,Israel Cycling Academy,24,2019
Ghebreigzabhier Amanuel,Team Dimension Data,24,2019
Gibbons Ryan,Team Dimension Data,24,2019
Vendrame Andrea,Androni Giocattoli - Sidermec,24,2019
Ewan Caleb,Lotto Soudal,24,2019
Carthy Hugh,EF Education First,24,2019
Mareczko Jakub,CCC Team,25,2019
Tolhoek Antwan,Team Jumbo-Visma,25,2019
Peters Nans,AG2R La Mondiale,25,2019
Niv Guy,Israel Cycling Academy,25,2019
Denz Nico,AG2R La Mondiale,25,2019
López Miguel Ángel,Astana Pro Team,25,2019
Scotson Miles,Groupama - FDJ,25,2019
Bohli Tom,UAE Team Emirates,25,2019
Ackermann Pascal,BORA - hansgrohe,25,2019
Garosio Andrea,Bahrain Merida,25,2019
Bouwman Koen,Team Jumbo-Visma,25,2019
De Buyst Jasper,Lotto Soudal,25,2019
Masnada Fausto,Androni Giocattoli - Sidermec,25,2019
Gogl Michael,Trek - Segafredo,25,2019
Vervaeke Louis,Team Sunweb,25,2019
Cima Damiano,Nippo Vini Fantini Faizanè,25,2019
Le Gac Olivier,Groupama - FDJ,25,2019
Henao Sebastián,Team INEOS,25,2019
Sénéchal Florian,Deceuninck - Quick Step,25,2019
Carapaz Richard,Movistar Team,25,2019
Černý Josef,CCC Team,26,2019
Caicedo Jonathan Klever,EF Education First,26,2019
Conti Valerio,UAE Team Emirates,26,2019
Sütterlin Jasha,Movistar Team,26,2019
Formolo Davide,BORA - hansgrohe,26,2019
Simion Paolo,Bardiani - CSF,26,2019
Nibali Antonio,Bahrain Merida,26,2019
Jungels Bob,Deceuninck - Quick Step,26,2019
McCarthy Jay,BORA - hansgrohe,26,2019
Yates Simon,Mitchelton-Scott,26,2019
Polanc Jan,UAE Team Emirates,27,2019
Bidard François,AG2R La Mondiale,27,2019
Senni Manuel,Bardiani - CSF,27,2019
Gebremedhin Awet,Israel Cycling Academy,27,2019
Dunne Conor,Israel Cycling Academy,27,2019
Campenaerts Victor,Lotto Soudal,27,2019
Maestri Mirco,Bardiani - CSF,27,2019
Pedrero Antonio,Movistar Team,27,2019
Démare Arnaud,Groupama - FDJ,27,2019
Brown Nathan,EF Education First,27,2019
Villella Davide,Astana Pro Team,27,2019
Dombrowski Joe,EF Education First,27,2019
Durbridge Luke,Mitchelton-Scott,28,2019
Haller Marco,Team Katusha Alpecin,28,2019
Ludvigsson Tobias,Groupama - FDJ,28,2019
Hirt Jan,Astana Pro Team,28,2019
Schwarzmann Michael,BORA - hansgrohe,28,2019
Van der Sande Tosh,Lotto Soudal,28,2019
Antunes Amaro,CCC Team,28,2019
Dumoulin Tom,Team Sunweb,28,2019
Cattaneo Mattia,Androni Giocattoli - Sidermec,28,2019
Gradek Kamil,CCC Team,28,2019
Warbasse Larry,AG2R La Mondiale,28,2019
Sbaragli Kristian,Israel Cycling Academy,29,2019
Poljański Paweł,BORA - hansgrohe,29,2019
Barbin Enrico,Bardiani - CSF,29,2019
Bilbao Pello,Astana Pro Team,29,2019
Owsian Łukasz,CCC Team,29,2019
Chaves Esteban,Mitchelton-Scott,29,2019
Landa Mikel,Movistar Team,29,2019
Battaglin Enrico,Team Katusha Alpecin,29,2019
Roglič Primož,Team Jumbo-Visma,29,2019
Mas Lluís,Movistar Team,29,2019
Zakarin Ilnur,Team Katusha Alpecin,29,2019
Majka Rafał,BORA - hansgrohe,29,2019
Puccio Salvatore,Team INEOS,29,2019
Cimolai Davide,Israel Cycling Academy,29,2019
Ulissi Diego,UAE Team Emirates,29,2019
Juul-Jensen Christopher,Mitchelton-Scott,29,2019
Kuznetsov Viacheslav,Team Katusha Alpecin,29,2019
Boivin Guillaume,Israel Cycling Academy,29,2019
Selig Rüdiger,BORA - hansgrohe,30,2019
Sinkeldam Ramon,Groupama - FDJ,30,2019
Viviani Elia,Deceuninck - Quick Step,30,2019
Izagirre Ion,Astana Pro Team,30,2019
Nizzolo Giacomo,Team Dimension Data,30,2019
Sosa Iván Ramiro,Team INEOS,21,2019
Sivakov Pavel,Team INEOS,21,2019
Narváez Jhonatan,Team INEOS,22,2019
Covili Luca,Bardiani - CSF,22,2019
Honoré Mikkel Frølich,Deceuninck - Quick Step,22,2019
Conci Nicola,Trek - Segafredo,22,2019
Lonardi Giovanni,Nippo Vini Fantini Faizanè,22,2019
Dunbar Eddie,Team INEOS,22,2019
Moschetti Matteo,Trek - Segafredo,22,2019
Madouas Valentin,Groupama - FDJ,22,2019
Hindley Jai,Team Sunweb,23,2019
Bennett Sean,EF Education First,23,2019
Flórez Miguel Eduardo,Androni Giocattoli - Sidermec,23,2019
Hamilton Lucas,Mitchelton-Scott,23,2019
O'Connor Ben,Team Dimension Data,23,2019
Knox James,Deceuninck - Quick Step,23,2019
Biermans Jenthe,Team Katusha Alpecin,23,2019
De Plus Laurens,Team Jumbo-Visma,23,2019
Carboni Giovanni,Bardiani - CSF,23,2019
Oomen Sam,Team Sunweb,23,2019
Davies Scott,Team Dimension Data,23,2019
Carretero Héctor,Movistar Team,23,2019
Rota Lorenzo,Bardiani - CSF,23,2019
Hamilton Chris,Team Sunweb,23,2019
Strakhov Dmitry,Team Katusha Alpecin,23,2019
Power Robert,Team Sunweb,24,2019
Geoghegan Hart Tao,Team INEOS,24,2019
Bagioli Nicola,Nippo Vini Fantini Faizanè,24,2019
Ciccone Giulio,Trek - Segafredo,24,2019
Orsini Umberto,Bardiani - CSF,24,2019
Molano Juan Sebastián,UAE Team Emirates,24,2019
Nishimura Hiroki,Nippo Vini Fantini Faizanè,24,2019
Kuss Sepp,Team Jumbo-Visma,24,2019
Consonni Simone,UAE Team Emirates,24,2019
Gaviria Fernando,UAE Team Emirates,24,2019
Neilands Krists,Israel Cycling Academy,24,2019
Ghebreigzabhier Amanuel,Team Dimension Data,24,2019
Gibbons Ryan,Team Dimension Data,24,2019
Vendrame Andrea,Androni Giocattoli - Sidermec,24,2019
Ewan Caleb,Lotto Soudal,24,2019
Carthy Hugh,EF Education First,24,2019
Mareczko Jakub,CCC Team,25,2019
Tolhoek Antwan,Team Jumbo-Visma,25,2019
Peters Nans,AG2R La Mondiale,25,2019
Niv Guy,Israel Cycling Academy,25,2019
Denz Nico,AG2R La Mondiale,25,2019
López Miguel Ángel,Astana Pro Team,25,2019
Scotson Miles,Groupama - FDJ,25,2019
Bohli Tom,UAE Team Emirates,25,2019
Ackermann Pascal,BORA - hansgrohe,25,2019
Garosio Andrea,Bahrain Merida,25,2019
Bouwman Koen,Team Jumbo-Visma,25,2019
De Buyst Jasper,Lotto Soudal,25,2019
Masnada Fausto,Androni Giocattoli - Sidermec,25,2019
Gogl Michael,Trek - Segafredo,25,2019
Vervaeke Louis,Team Sunweb,25,2019
Cima Damiano,Nippo Vini Fantini Faizanè,25,2019
Le Gac Olivier,Groupama - FDJ,25,2019
Henao Sebastián,Team INEOS,25,2019
Sénéchal Florian,Deceuninck - Quick Step,25,2019
Carapaz Richard,Movistar Team,25,2019
Černý Josef,CCC Team,26,2019
Caicedo Jonathan Klever,EF Education First,26,2019
Conti Valerio,UAE Team Emirates,26,2019
Sütterlin Jasha,Movistar Team,26,2019
Formolo Davide,BORA - hansgrohe,26,2019
Simion Paolo,Bardiani - CSF,26,2019
Nibali Antonio,Bahrain Merida,26,2019
Jungels Bob,Deceuninck - Quick Step,26,2019
McCarthy Jay,BORA - hansgrohe,26,2019
Yates Simon,Mitchelton-Scott,26,2019
Polanc Jan,UAE Team Emirates,27,2019
Bidard François,AG2R La Mondiale,27,2019
Senni Manuel,Bardiani - CSF,27,2019
Gebremedhin Awet,Israel Cycling Academy,27,2019
Dunne Conor,Israel Cycling Academy,27,2019
Campenaerts Victor,Lotto Soudal,27,2019
Maestri Mirco,Bardiani - CSF,27,2019
Pedrero Antonio,Movistar Team,27,2019
Démare Arnaud,Groupama - FDJ,27,2019
Brown Nathan,EF Education First,27,2019
Villella Davide,Astana Pro Team,27,2019
Dombrowski Joe,EF Education First,27,2019
Durbridge Luke,Mitchelton-Scott,28,2019
Haller Marco,Team Katusha Alpecin,28,2019
Ludvigsson Tobias,Groupama - FDJ,28,2019
Hirt Jan,Astana Pro Team,28,2019
Schwarzmann Michael,BORA - hansgrohe,28,2019
Van der Sande Tosh,Lotto Soudal,28,2019
Antunes Amaro,CCC Team,28,2019
Dumoulin Tom,Team Sunweb,28,2019
Cattaneo Mattia,Androni Giocattoli - Sidermec,28,2019
Gradek Kamil,CCC Team,28,2019
Warbasse Larry,AG2R La Mondiale,28,2019
Sbaragli Kristian,Israel Cycling Academy,29,2019
Poljański Paweł,BORA - hansgrohe,29,2019
Barbin Enrico,Bardiani - CSF,29,2019
Bilbao Pello,Astana Pro Team,29,2019
Owsian Łukasz,CCC Team,29,2019
Chaves Esteban,Mitchelton-Scott,29,2019
Landa Mikel,Movistar Team,29,2019
Battaglin Enrico,Team Katusha Alpecin,29,2019
Roglič Primož,Team Jumbo-Visma,29,2019
Mas Lluís,Movistar Team,29,2019
Zakarin Ilnur,Team Katusha Alpecin,29,2019
Majka Rafał,BORA - hansgrohe,29,2019
Puccio Salvatore,Team INEOS,29,2019
Cimolai Davide,Israel Cycling Academy,29,2019
Ulissi Diego,UAE Team Emirates,29,2019
Juul-Jensen Christopher,Mitchelton-Scott,29,2019
Kuznetsov Viacheslav,Team Katusha Alpecin,29,2019
Boivin Guillaume,Israel Cycling Academy,29,2019
Selig Rüdiger,BORA - hansgrohe,30,2019
Sinkeldam Ramon,Groupama - FDJ,30,2019
Viviani Elia,Deceuninck - Quick Step,30,2019
Izagirre Ion,Astana Pro Team,30,2019
Nizzolo Giacomo,Team Dimension Data,30,2019
Lobato Juan José,Nippo Vini Fantini Faizanè,30,2019
Sosa Iván Ramiro,Team INEOS,21,2019
Sivakov Pavel,Team INEOS,21,2019
Narváez Jhonatan,Team INEOS,22,2019
Covili Luca,Bardiani - CSF,22,2019
Honoré Mikkel Frølich,Deceuninck - Quick Step,22,2019
Conci Nicola,Trek - Segafredo,22,2019
Lonardi Giovanni,Nippo Vini Fantini Faizanè,22,2019
Dunbar Eddie,Team INEOS,22,2019
Moschetti Matteo,Trek - Segafredo,22,2019
Madouas Valentin,Groupama - FDJ,22,2019
Hindley Jai,Team Sunweb,23,2019
Bennett Sean,EF Education First,23,2019
Flórez Miguel Eduardo,Androni Giocattoli - Sidermec,23,2019
Hamilton Lucas,Mitchelton-Scott,23,2019
O'Connor Ben,Team Dimension Data,23,2019
Knox James,Deceuninck - Quick Step,23,2019
Biermans Jenthe,Team Katusha Alpecin,23,2019
De Plus Laurens,Team Jumbo-Visma,23,2019
Carboni Giovanni,Bardiani - CSF,23,2019
Oomen Sam,Team Sunweb,23,2019
Davies Scott,Team Dimension Data,23,2019
Carretero Héctor,Movistar Team,23,2019
Rota Lorenzo,Bardiani - CSF,23,2019
Hamilton Chris,Team Sunweb,23,2019
Strakhov Dmitry,Team Katusha Alpecin,23,2019
Power Robert,Team Sunweb,24,2019
Geoghegan Hart Tao,Team INEOS,24,2019
Bagioli Nicola,Nippo Vini Fantini Faizanè,24,2019
Ciccone Giulio,Trek - Segafredo,24,2019
Orsini Umberto,Bardiani - CSF,24,2019
Molano Juan Sebastián,UAE Team Emirates,24,2019
Nishimura Hiroki,Nippo Vini Fantini Faizanè,24,2019
Kuss Sepp,Team Jumbo-Visma,24,2019
Consonni Simone,UAE Team Emirates,24,2019
Gaviria Fernando,UAE Team Emirates,24,2019
Neilands Krists,Israel Cycling Academy,24,2019
Ghebreigzabhier Amanuel,Team Dimension Data,24,2019
Gibbons Ryan,Team Dimension Data,24,2019
Vendrame Andrea,Androni Giocattoli - Sidermec,24,2019
Ewan Caleb,Lotto Soudal,24,2019
Carthy Hugh,EF Education First,24,2019
Mareczko Jakub,CCC Team,25,2019
Tolhoek Antwan,Team Jumbo-Visma,25,2019
Peters Nans,AG2R La Mondiale,25,2019
